Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-09-27 19:00:00+00:00,109463.90625,109473.625,109454.8203125,109473.625,0
2025-09-27 19:15:00+00:00,109456.2578125,109476.5859375,109444.4296875,109473.6953125,781928448
2025-09-27 19:30:00+00:00,109434.7421875,109467.8984375,109421.3046875,109467.8984375,0
2025-09-27 19:45:00+00:00,109464.71875,109474.25,109433.0859375,109433.0859375,0
2025-09-27 20:00:00+00:00,109437.46875,109473.125,109431.1484375,109470.015625,0
2025-09-27 20:15:00+00:00,109414.390625,109437.1796875,109407.6796875,109437.1796875,0
2025-09-27 20:30:00+00:00,109447.46875,109473.2734375,109411.953125,109434.8125,70676480
2025-09-27 20:45:00+00:00,109437.5078125,109446.0625,109430.796875,109444.453125,0
2025-09-27 21:00:00+00:00,109443.296875,109450.9296875,109427.4375,109440.53125,22601728
2025-09-27 21:15:00+00:00,109462.5546875,109462.5546875,109435.0625,109443.109375,0
2025-09-27 21:30:00+00:00,109513.890625,109518.453125,109460.0,109461.5546875,0
2025-09-27 21:45:00+00:00,109492.390625,109514.3359375,109485.0859375,109494.78125,0
2025-09-27 22:00:00+00:00,109609.34375,109633.28125,109495.9375,109495.9375,17065984
2025-09-27 22:15:00+00:00,109752.171875,109752.171875,109627.390625,109627.390625,35981312
2025-09-27 22:30:00+00:00,109665.0625,109749.3359375,109633.875,109749.3359375,1070389248
2025-09-27 22:45:00+00:00,109649.1875,109657.828125,109596.0546875,109656.84375,995307520
2025-09-27 23:00:00+00:00,109651.8828125,109684.015625,109628.7421875,109643.1015625,211818496
2025-09-27 23:15:00+00:00,109592.8203125,109645.625,109510.5703125,109645.625,869576704
2025-09-27 23:30:00+00:00,109628.53125,109648.5,109596.015625,109596.015625,96884736
2025-09-27 23:45:00+00:00,109663.03125,109724.53125,109644.8671875,109644.8671875,138260480
2025-09-28 00:00:00+00:00,109611.7890625,109718.3359375,109611.7890625,109687.5703125,0
2025-09-28 00:15:00+00:00,109811.4921875,109811.4921875,109626.4453125,109626.4453125,39225344
2025-09-28 00:30:00+00:00,109752.0,109807.171875,109639.8125,109807.171875,1071343616
2025-09-28 00:45:00+00:00,109647.3125,109704.5625,109626.765625,109704.5625,136642560
2025-09-28 01:00:00+00:00,109570.15625,109688.4921875,109554.6640625,109661.9375,114427904
2025-09-28 01:15:00+00:00,109548.3046875,109584.234375,109523.5546875,109545.40625,205236224
2025-09-28 01:30:00+00:00,109464.28125,109574.734375,109464.28125,109546.578125,872474624
2025-09-28 01:45:00+00:00,109411.453125,109454.3046875,109408.75,109454.3046875,149553152
2025-09-28 02:00:00+00:00,109420.78125,109481.1328125,109406.2109375,109417.7578125,783022080
2025-09-28 02:15:00+00:00,109481.375,109523.4140625,109414.4375,109414.4375,160757760
2025-09-28 02:30:00+00:00,109529.96875,109563.828125,109521.3359375,109521.3359375,1003974656
2025-09-28 02:45:00+00:00,109492.578125,109510.09375,109461.3671875,109510.09375,26042368
2025-09-28 03:00:00+00:00,109535.8828125,109554.8125,109489.7890625,109489.7890625,1029316608
2025-09-28 03:15:00+00:00,109521.7109375,109538.84375,109502.765625,109537.6953125,25669632
2025-09-28 03:30:00+00:00,109475.4453125,109525.609375,109470.484375,109512.328125,899391488
2025-09-28 03:45:00+00:00,109487.4765625,109493.671875,109468.5,109475.3046875,0
2025-09-28 04:00:00+00:00,109498.859375,109502.578125,109469.5,109484.078125,0
2025-09-28 04:15:00+00:00,109460.484375,109507.7734375,109460.484375,109503.734375,32940032
2025-09-28 04:30:00+00:00,109431.5546875,109448.1015625,109407.9453125,109448.1015625,0
2025-09-28 04:45:00+00:00,109421.5859375,109436.375,109420.7109375,109429.7421875,70678528
2025-09-28 05:00:00+00:00,109402.5390625,109442.015625,109402.5390625,109427.8203125,8452096
2025-09-28 05:15:00+00:00,109433.0859375,109456.5234375,109406.0703125,109406.0703125,104714240
2025-09-28 05:30:00+00:00,109412.6171875,109448.1015625,109409.8515625,109448.1015625,0
2025-09-28 05:45:00+00:00,109401.234375,109404.8984375,109385.8046875,109404.8984375,0
2025-09-28 06:00:00+00:00,109413.1640625,109429.578125,109387.1171875,109398.78125,22677504
2025-09-28 06:15:00+00:00,109369.15625,109430.8203125,109369.15625,109418.359375,79009792
2025-09-28 06:30:00+00:00,109446.59375,109448.46875,109325.9296875,109356.640625,869076992
2025-09-28 06:45:00+00:00,109439.953125,109460.21875,109421.9921875,109454.4921875,106031104
2025-09-28 07:00:00+00:00,109419.125,109462.9375,109404.40625,109446.8984375,60997632
2025-09-28 07:15:00+00:00,109504.1328125,109504.1328125,109417.6328125,109418.84375,81063936
2025-09-28 07:30:00+00:00,109487.5078125,109542.8125,109484.359375,109502.875,22212608
2025-09-28 07:45:00+00:00,109539.3828125,109575.4765625,109498.3671875,109502.5078125,111067136
2025-09-28 08:00:00+00:00,109555.890625,109599.5546875,109529.5625,109529.5625,792166400
2025-09-28 08:15:00+00:00,109567.875,109567.875,109499.71875,109542.96875,766595072
2025-09-28 08:30:00+00:00,109580.234375,109580.234375,109539.609375,109539.609375,902025216
2025-09-28 08:45:00+00:00,109563.2734375,109591.65625,109557.78125,109567.2890625,24356864
2025-09-28 09:00:00+00:00,109451.0,109575.5859375,109451.0,109558.875,43223040
2025-09-28 09:15:00+00:00,109436.578125,109473.0546875,109397.765625,109445.734375,68857856
2025-09-28 09:30:00+00:00,109566.046875,109566.046875,109500.078125,109500.078125,747876352
2025-09-28 09:45:00+00:00,109549.2109375,109599.734375,109535.4453125,109599.734375,0
2025-09-28 10:00:00+00:00,109487.4375,109552.2109375,109452.4453125,109552.2109375,0
2025-09-28 10:15:00+00:00,109477.1328125,109523.484375,109463.7890625,109490.109375,826165248
2025-09-28 10:30:00+00:00,109427.890625,109492.1640625,109427.890625,109480.5859375,904067072
2025-09-28 10:45:00+00:00,109400.2734375,109431.546875,109397.203125,109426.53125,27353088
2025-09-28 11:00:00+00:00,109374.9296875,109426.15625,109355.265625,109400.7421875,877252608
2025-09-28 11:15:00+00:00,109303.03125,109377.9921875,109298.015625,109366.875,145567744
2025-09-28 11:30:00+00:00,109334.375,109382.2578125,109323.3984375,109323.3984375,819032064
2025-09-28 11:45:00+00:00,109434.8125,109434.8125,109300.640625,109328.0078125,132292608
2025-09-28 12:00:00+00:00,109447.0703125,109467.4296875,109414.2890625,109418.65625,72810496
2025-09-28 12:15:00+00:00,109454.0390625,109471.78125,109418.5859375,109449.015625,946692096
2025-09-28 12:30:00+00:00,109326.265625,109462.0078125,109326.265625,109462.0078125,39213056
2025-09-28 12:45:00+00:00,109365.7421875,109365.7421875,109240.3125,109270.0390625,935790592
2025-09-28 13:00:00+00:00,109438.6953125,109438.6953125,109341.203125,109341.203125,764989440
2025-09-28 13:15:00+00:00,109479.515625,109516.84375,109437.0859375,109437.0859375,32430080
2025-09-28 13:30:00+00:00,109617.3515625,109617.5546875,109505.4140625,109505.4140625,939632640
2025-09-28 13:45:00+00:00,109671.0234375,109687.21875,109610.9296875,109618.7109375,159932416
2025-09-28 14:00:00+00:00,109573.8515625,109664.28125,109565.421875,109659.5,1470697472
2025-09-28 14:15:00+00:00,109706.828125,109717.7109375,109566.546875,109566.546875,89956352
2025-09-28 14:30:00+00:00,109693.359375,109741.234375,109669.6796875,109696.0390625,9918464
2025-09-28 14:45:00+00:00,109876.0703125,109876.0703125,109692.6640625,109692.6640625,255016960
2025-09-28 15:00:00+00:00,109774.625,109916.046875,109758.203125,109880.734375,1103388672
2025-09-28 15:15:00+00:00,109877.828125,109879.7421875,109766.2421875,109766.2421875,86833152
2025-09-28 15:30:00+00:00,109898.5625,109913.7265625,109843.546875,109911.296875,910884864
2025-09-28 15:45:00+00:00,110062.9609375,110062.9609375,109935.6953125,109935.6953125,132476928
2025-09-28 16:00:00+00:00,110230.9140625,110392.28125,110064.65625,110064.65625,760719360
2025-09-28 16:15:00+00:00,110192.578125,110233.8515625,110084.3671875,110176.1015625,191496192
2025-09-28 16:30:00+00:00,110190.6484375,110190.6484375,110035.0546875,110180.6875,1155205120
2025-09-28 16:45:00+00:00,110223.2109375,110230.9765625,110175.4140625,110182.984375,97572864
2025-09-28 17:00:00+00:00,110342.9375,110342.9375,110242.796875,110242.796875,218542080
2025-09-28 17:15:00+00:00,110217.921875,110346.390625,110188.8203125,110346.390625,1835692032
2025-09-28 17:30:00+00:00,110371.265625,110376.109375,110212.34375,110215.8046875,1014280192
2025-09-28 17:45:00+00:00,110252.1015625,110379.0703125,110232.796875,110377.8671875,50231296
2025-09-28 18:00:00+00:00,110128.7890625,110246.8984375,110111.1796875,110235.0546875,0
2025-09-28 18:15:00+00:00,110158.640625,110191.140625,110136.984375,110136.984375,205699072
2025-09-28 18:30:00+00:00,110210.2109375,110213.9375,110163.3671875,110167.5546875,1042411520
2025-09-28 18:45:00+00:00,110293.828125,110293.828125,110211.6171875,110218.484375,4638720
2025-09-28 19:00:00+00:00,110173.59375,110354.7890625,110173.59375,110301.8984375,60127232
2025-09-28 19:15:00+00:00,110355.34375,110355.34375,110146.8046875,110146.8046875,265394176
2025-09-28 19:30:00+00:00,110323.3203125,110385.5234375,110316.9921875,110385.5234375,433104896
2025-09-28 19:45:00+00:00,110351.71875,110393.2109375,110333.7265625,110354.703125,653512704
2025-09-28 20:00:00+00:00,110399.6875,110399.6875,110338.28125,110366.7578125,251248640
2025-09-28 20:15:00+00:00,110669.578125,110669.578125,110416.2265625,110417.8828125,409042944
2025-09-28 20:30:00+00:00,110970.25,110970.25,110637.4609375,110637.4609375,574502912
2025-09-28 20:45:00+00:00,110843.125,110974.6171875,110816.40625,110952.0625,407068672
2025-09-28 21:00:00+00:00,110890.3125,110906.9375,110835.0703125,110835.0703125,1042032640
2025-09-28 21:15:00+00:00,110776.0625,110907.671875,110754.2578125,110907.671875,243402752
2025-09-28 21:30:00+00:00,110736.15625,110747.0390625,110670.2578125,110747.0390625,152952832
2025-09-28 21:45:00+00:00,110774.453125,110778.84375,110720.7109375,110720.7109375,861739008
2025-09-28 22:00:00+00:00,111420.2890625,111510.09375,110958.984375,110958.984375,649957376
2025-09-28 22:15:00+00:00,111715.578125,111744.703125,111508.3046875,111508.3046875,925206528
2025-09-28 22:30:00+00:00,111915.2890625,111942.3203125,111749.28125,111749.28125,2435624960
2025-09-28 22:45:00+00:00,111936.53125,112013.0546875,111906.96875,111913.4296875,90157056
2025-09-28 23:00:00+00:00,112091.6640625,112364.7890625,111952.4921875,111952.4921875,2237900800
2025-09-28 23:15:00+00:00,112158.1875,112228.2109375,112059.875,112059.875,676868096
2025-09-28 23:30:00+00:00,112257.78125,112257.78125,112092.328125,112148.1015625,1094694912
2025-09-28 23:45:00+00:00,112116.046875,112280.3046875,112108.0859375,112280.3046875,1150703616
2025-09-29 00:00:00+00:00,112140.359375,112276.8828125,112109.734375,112201.1640625,1197737984
2025-09-29 00:15:00+00:00,112249.578125,112325.0234375,112045.8984375,112143.8359375,1065627648
2025-09-29 00:30:00+00:00,112066.4140625,112291.125,112065.0859375,112253.4140625,1267777536
2025-09-29 00:45:00+00:00,112276.5625,112294.9609375,112091.671875,112091.671875,119615488
2025-09-29 01:00:00+00:00,112289.4765625,112345.6953125,112195.21875,112284.9609375,120729600
2025-09-29 01:15:00+00:00,112195.046875,112300.703125,112195.046875,112282.8984375,1062488064
2025-09-29 01:30:00+00:00,112082.8515625,112108.875,112076.671875,112077.4765625,380456960
2025-09-29 01:45:00+00:00,111834.0078125,112076.203125,111783.0625,112076.203125,631670784
2025-09-29 02:00:00+00:00,111849.9921875,111884.4375,111821.90625,111884.4375,448266240
2025-09-29 02:15:00+00:00,111939.9296875,111987.15625,111816.734375,111843.6875,1182167040
2025-09-29 02:30:00+00:00,111715.921875,111943.8671875,111701.8046875,111943.8671875,933801984
2025-09-29 02:45:00+00:00,111779.390625,111779.390625,111670.484375,111674.625,1238056960
2025-09-29 03:00:00+00:00,111658.3359375,111775.0,111648.3359375,111775.0,75837440
2025-09-29 03:15:00+00:00,111773.8984375,111773.8984375,111634.0859375,111634.0859375,1198456832
2025-09-29 03:30:00+00:00,111763.875,111777.6796875,111744.59375,111777.0546875,104767488
2025-09-29 03:45:00+00:00,111856.875,111882.6015625,111746.1171875,111750.34375,321511424
2025-09-29 04:00:00+00:00,111839.2578125,111906.2578125,111839.2578125,111906.2578125,1915183104
2025-09-29 04:15:00+00:00,111842.546875,111854.984375,111799.546875,111831.75,993345536
2025-09-29 04:30:00+00:00,111901.2578125,111911.34375,111838.734375,111842.609375,48607232
2025-09-29 04:45:00+00:00,111867.125,111927.453125,111863.3203125,111891.3828125,924045312
2025-09-29 05:00:00+00:00,111738.6015625,111857.734375,111664.0625,111857.734375,344821760
2025-09-29 05:15:00+00:00,111672.875,111709.4921875,111605.8359375,111706.703125,327147520
2025-09-29 05:30:00+00:00,111755.8828125,111755.8828125,111646.1171875,111688.65625,1141911552
2025-09-29 05:45:00+00:00,111781.5703125,111799.953125,111738.1015625,111760.734375,116486144
2025-09-29 06:00:00+00:00,111764.484375,111816.765625,111709.9921875,111789.5859375,324509696
2025-09-29 06:15:00+00:00,111831.359375,111843.71875,111756.8125,111761.2734375,1126596608
2025-09-29 06:30:00+00:00,111821.3203125,111857.3203125,111811.0,111834.5703125,1028669440
2025-09-29 06:45:00+00:00,111687.28125,111820.421875,111674.0234375,111820.421875,19746816
2025-09-29 07:00:00+00:00,111724.9921875,111755.515625,111654.9765625,111681.8828125,506019840
2025-09-29 07:15:00+00:00,111618.1328125,111697.9296875,111608.578125,111697.9296875,533835776
2025-09-29 07:30:00+00:00,111789.0234375,111805.703125,111627.9296875,111627.9296875,1373696000
2025-09-29 07:45:00+00:00,111868.6953125,111870.6640625,111749.5859375,111766.5390625,275312640
2025-09-29 08:00:00+00:00,112017.8515625,112119.5390625,111880.7578125,111880.7578125,1363963904
2025-09-29 08:15:00+00:00,112240.359375,112240.359375,112016.875,112016.875,490442752
2025-09-29 08:30:00+00:00,112273.046875,112273.046875,112175.8515625,112228.3671875,562212864
2025-09-29 08:45:00+00:00,112147.2578125,112372.40625,112147.2578125,112297.7734375,1338236928
2025-09-29 09:00:00+00:00,112111.5703125,112192.75,112111.5703125,112124.9453125,1468911616
2025-09-29 09:15:00+00:00,112174.8671875,112174.8671875,112045.28125,112099.5859375,356196352
2025-09-29 09:30:00+00:00,112101.0859375,112204.25,112101.0859375,112181.8828125,1038381056
2025-09-29 09:45:00+00:00,112127.2265625,112145.1015625,112092.9453125,112092.9453125,100675584
2025-09-29 10:00:00+00:00,112174.6875,112174.6875,112112.5546875,112134.5703125,97542144
2025-09-29 10:15:00+00:00,112246.6015625,112246.6015625,112147.9921875,112171.390625,180568064
2025-09-29 10:30:00+00:00,112065.171875,112257.7265625,112065.171875,112229.5703125,143544320
2025-09-29 10:45:00+00:00,112168.34375,112185.5625,112084.609375,112084.609375,1228894208
2025-09-29 11:00:00+00:00,112007.0625,112141.5,111998.1953125,112138.640625,104931328
2025-09-29 11:15:00+00:00,112019.7890625,112070.2890625,111966.0078125,112001.0546875,341364736
2025-09-29 11:30:00+00:00,112081.3671875,112098.703125,111992.375,111992.375,192077824
2025-09-29 11:45:00+00:00,112139.6484375,112139.6484375,112089.2421875,112104.6484375,117350400
2025-09-29 12:00:00+00:00,112157.375,112157.375,112091.0546875,112128.0234375,944398336
2025-09-29 12:15:00+00:00,112381.078125,112391.2734375,112143.5,112190.7578125,258322432
2025-09-29 12:30:00+00:00,112154.6953125,112407.71875,112117.921875,112407.71875,689201152
2025-09-29 12:45:00+00:00,112039.7421875,112248.796875,112022.21875,112149.6640625,1442443264
2025-09-29 13:00:00+00:00,112087.796875,112093.1328125,111969.1171875,112054.6640625,2016792576
2025-09-29 13:15:00+00:00,112224.7578125,112327.953125,112147.1953125,112147.1953125,349253632
2025-09-29 13:30:00+00:00,113024.2734375,113024.2734375,112165.078125,112171.9296875,1622204416
2025-09-29 13:45:00+00:00,113375.4453125,113480.6484375,113160.2421875,113280.21875,2502430720
2025-09-29 14:00:00+00:00,113764.140625,113780.984375,113281.65625,113290.5390625,1420222464
2025-09-29 14:15:00+00:00,113984.234375,113984.234375,113690.9296875,113856.3203125,1184718848
2025-09-29 14:30:00+00:00,114159.265625,114159.265625,113776.5703125,113824.890625,998678528
2025-09-29 14:45:00+00:00,114174.5703125,114284.34375,114136.28125,114148.0703125,2079219712
2025-09-29 15:00:00+00:00,114014.0234375,114153.0859375,114011.71875,114093.703125,181153792
2025-09-29 15:15:00+00:00,113848.109375,114046.9375,113848.109375,114002.578125,1320050688
2025-09-29 15:30:00+00:00,113992.671875,114031.703125,113882.0234375,113882.0234375,1197731840
2025-09-29 15:45:00+00:00,113873.5390625,114002.0390625,113787.96875,114002.0390625,312610816
2025-09-29 16:00:00+00:00,114059.4921875,114059.4921875,113862.5625,113862.5625,961851392
2025-09-29 16:15:00+00:00,113933.671875,114051.0078125,113887.6953125,114051.0078125,79773696
2025-09-29 16:30:00+00:00,113952.28125,114080.484375,113926.9609375,113926.9609375,1318481920
2025-09-29 16:45:00+00:00,113686.0625,113904.625,113686.0625,113859.28125,309186560
2025-09-29 17:00:00+00:00,113917.421875,113917.421875,113550.125,113676.6796875,561520640
2025-09-29 17:15:00+00:00,113900.4375,113939.6875,113718.2734375,113869.5546875,2016657408
2025-09-29 17:30:00+00:00,114002.984375,114010.4296875,113858.703125,113943.84375,3510272
2025-09-29 17:45:00+00:00,114140.9296875,114193.15625,113990.765625,113997.21875,546975744
2025-09-29 18:00:00+00:00,114126.359375,114189.5,114002.265625,114119.4296875,1131487232
2025-09-29 18:15:00+00:00,114018.3046875,114089.515625,113937.6796875,114089.515625,362287104
2025-09-29 18:30:00+00:00,114015.0,114053.796875,113999.8671875,113999.8671875,230383616
2025-09-29 18:45:00+00:00,114104.7421875,114107.3984375,114074.0390625,114084.2265625,111554560
2025-09-29 19:00:00+00:00,114060.5625,114131.6875,114050.2578125,114088.0390625,1128873984
